"","student","time","Multi","Math","Gender","Origin","Parent_Math"
"1",1,0,9.18337559409203,3.07978130916342,1,0,7
"2",1,1,8.39632826794063,3.69278767209329,1,0,7
"3",1,2,12.0160141027968,4.62445183406219,1,0,7
"4",1,3,12.0142203258208,4.53955842032847,1,0,7
"5",1,4,11.9826206063488,3.04405028590604,1,0,7
"6",1,5,13.1927394830536,3.52294258862854,1,0,7
"7",2,0,8.82283916393712,3.54271611013561,0,0,6.25
"8",2,1,10.0723075446979,5.88388771104497,0,0,6.25
"9",2,2,10.4365882595706,4.19341442975329,0,0,6.25
"10",2,3,10.4338334705676,4.06303955834765,0,0,6.25
"11",2,4,12.0443259276912,4.55961216217818,0,0,6.25
"12",2,5,11.2215068587681,3.47966260044907,0,0,6.25
"13",3,0,9.66519456105615,5.54725418790027,1,0,6.25
"14",3,1,11.6303452835362,3.89795543206619,1,0,6.25
"15",3,2,12.0420636015218,4.45254389557257,1,0,6.25
"16",3,3,11.2083035823151,2.8547960615534,1,0,6.25
"17",3,4,13.2275546185708,3.76588267237379,1,0,6.25
"18",3,5,13.6839114440652,6.43306112729054,1,0,6.25
"19",4,0,9.92469341107368,4.98502768044896,0,0,9.5
"20",4,1,10.7269943040417,5.09392118354499,0,0,9.5
"21",4,2,9.50671587776692,4.13421166858583,0,0,9.5
"22",4,3,10.6960561878377,3.62972450015633,0,0,9.5
"23",4,4,11.5521977696822,6.28671619915736,0,0,9.5
"24",4,5,10.7090283244557,4.24365197031444,0,0,9.5
"25",5,0,11.1863493640001,4.62526265442875,0,0,7.75
"26",5,1,11.2154726941198,6.00357163385664,0,0,7.75
"27",5,2,11.1821382972582,4.42596706977748,0,0,7.75
"28",5,3,11.9854232991821,4.58143513028113,0,0,7.75
"29",5,4,11.6041020386864,5.46543686624962,0,0,7.75
"30",5,5,12.3741772970205,4.04919978156614,0,0,7.75
"31",6,0,9.99813529842583,4.24655594513173,1,0,7.25
"32",6,1,9.61781227222664,5.17780074323981,1,0,7.25
"33",6,2,9.56620010500593,2.73517096033121,1,0,7.25
"34",6,3,9.18678701128155,3.70947979320276,1,0,7.25
"35",6,4,10.7872282172738,3.73036058459537,1,0,7.25
"36",6,5,11.1998023392287,4.32545136327884,1,0,7.25
"37",7,0,9.63075525295575,2.98086267099288,0,0,5.75
"38",7,1,9.67906991966077,5.26743287720658,0,0,5.75
"39",7,2,11.2944365088899,5.99468171278138,0,0,5.75
"40",7,3,10.4344930428389,3.15775965832333,0,0,5.75
"41",7,4,12.0705951316465,4.86634974657677,0,0,5.75
"42",7,5,12.0797535421759,5.29978642493878,0,0,5.75
"43",8,0,11.1080668358984,4.66639557548834,1,1,9.75
"44",8,1,11.1161002748053,5.04659114157122,1,1,9.75
"45",8,2,12.3184368481383,5.15717327598668,1,1,9.75
"46",8,3,13.1145251366306,4.97204516482106,1,1,9.75
"47",8,4,13.1387067571084,6.11647969564334,1,1,9.75
"48",8,5,13.5253862158881,5.48606341085422,1,1,9.75
"49",9,0,11.2967511963871,4.69948521814755,0,1,5
"50",9,1,10.899250104944,4.81775013114278,0,1,5
"51",9,2,10.867542235118,3.31712360526259,0,1,5
"52",9,3,12.4531810257491,2.63745600725353,0,1,5
"53",9,4,12.5205189505276,5.82433285122935,0,1,5
"54",9,5,14.1374394134453,6.62512128715481,0,1,5
"55",10,0,11.2249935286404,5.04941777097264,0,0,7
"56",10,1,11.1958447172515,3.66990284902986,0,0,7
"57",10,2,12.0123184375192,4.44954846222747,0,0,7
"58",10,3,10.8631765595736,6.85649183086115,0,0,7
"59",10,4,12.0076111473864,4.22676829827886,0,0,7
"60",10,5,12.0115824286022,4.41471564279422,0,0,7
"61",11,0,10.3244146390849,5.44008195795898,1,0,9.75
"62",11,1,11.5307389927803,5.73939228585178,1,0,9.75
"63",11,2,12.6949480868593,4.04552943397618,1,0,9.75
"64",11,3,14.3666959454494,7.441113570227,1,0,9.75
"65",11,4,14.3396324766578,6.1602908793965,1,0,9.75
"66",11,5,15.1209394224889,5.27561167863096,1,0,9.75
"67",12,0,10.3986171972203,4.26936258959395,1,0,7.25
"68",12,1,12.0359862926506,6.03791582759472,1,0,7.25
"69",12,2,9.21462081510877,5.02675984287149,1,0,7.25
"70",12,3,11.5642786315114,2.64423410110727,1,0,7.25
"71",12,4,12.4508180082345,6.7398508977083,1,0,7.25
"72",12,5,13.2108127323964,4.84653613304038,1,0,7.25
"73",13,0,11.1370681315858,5.10243384602145,0,1,9.25
"74",13,1,12.3338256343966,4.9489773912367,0,1,9.25
"75",13,2,13.916848599191,4.14551157974796,0,1,9.25
"76",13,3,14.3676601789332,6.5502522577424,0,1,9.25
"77",13,4,15.5474675530972,5.59460338813804,0,1,9.25
"78",13,5,15.53841807575,5.16632214985109,0,1,9.25
"79",14,0,9.49408092823982,2.13149927982139,1,1,8.75
"80",14,1,11.9687022638153,5.66307538934016,1,1,8.75
"81",14,2,11.5410792116804,4.35576950638506,1,1,8.75
"82",14,3,11.9350375093237,4.06983611295008,1,1,8.75
"83",14,4,13.1425343873468,4.42463806226389,1,1,8.75
"84",14,5,13.520356930768,3.37505384858771,1,1,8.75
"85",15,0,8.71064920220329,3.38386741592317,0,1,9
"86",15,1,10.6929834697587,2.54780788713783,0,1,9
"87",15,2,10.2953186466591,2.65832393311018,0,1,9
"88",15,3,10.3396025127573,4.75412994279298,0,1,9
"89",15,4,11.1521776206866,5.34926738431957,0,1,9
"90",15,5,11.1252825813601,4.07641589194761,0,1,9
"91",16,0,10.0062816195588,4.63209384621289,1,0,7.25
"92",16,1,10.839287338376,6.19414318710624,1,0,7.25
"93",16,2,11.208066839598,4.71658228898737,1,0,7.25
"94",16,3,10.819331936031,5.24972130516353,1,0,7.25
"95",16,4,11.1782692561368,3.30636317321609,1,0,7.25
"96",16,5,11.1845502060446,3.60361934624621,1,0,7.25
"97",17,0,10.4285981328301,3.34702106699159,0,0,6
"98",17,1,8.83465940820227,3.63388078522797,0,0,6
"99",17,2,10.4559262921438,4.64037066741066,0,0,6
"100",17,3,10.0209613265545,2.98559678547691,0,0,6
"101",17,4,10.4872301192335,6.12187521344758,0,0,6
"102",17,5,11.2410945282907,3.93843331288047,0,0,6
"103",18,0,9.60796367891026,2.83870957992283,0,1,6.25
"104",18,1,11.6579113622581,5.20256495555605,0,1,6.25
"105",18,2,8.02909336821745,3.83870650283126,0,1,6.25
"106",18,3,10.4192443360572,3.37258503219948,0,1,6.25
"107",18,4,10.0601945407554,5.3106200925047,0,1,6.25
"108",18,5,10.8394518353343,4.32893781159978,0,1,6.25
"109",19,0,10.0457474043166,3.69039062526704,1,1,5.75
"110",19,1,9.28275674469568,5.44191787017608,1,1,5.75
"111",19,2,12.0857615412957,5.58412475785583,1,1,5.75
"112",19,3,11.6690119782165,4.7914244348289,1,1,5.75
"113",19,4,11.6863809255289,5.61343812438133,1,1,5.75
"114",19,5,11.7007333115159,6.29268814149331,1,1,5.75
"115",20,0,11.1519799296424,4.40341610318307,0,0,8.5
"116",20,1,11.5251922876849,3.13564736602641,0,0,8.5
"117",20,2,12.7556765965917,4.57836688076233,0,0,8.5
"118",20,3,12.7846697984397,5.95051732801926,0,0,8.5
"119",20,4,13.5632176614108,4.93526004208331,0,0,8.5
"120",20,5,13.138093481876,3.74621737041157,0,0,8.5
"121",21,0,10.4009012106941,3.90920962774197,1,0,7
"122",21,1,9.60994142837451,4.33705263723443,1,0,7
"123",21,2,9.98155547864128,2.99364138426296,1,0,7
"124",21,3,9.99721583364836,3.73479316321539,1,0,7
"125",21,4,10.0171307668768,4.6772997783796,1,0,7
"126",21,5,10.4062042958743,4.16018676162405,1,0,7
"127",22,0,11.1429155166784,4.91092324337343,0,1,9
"128",22,1,10.7456921677408,5.04233277230828,0,1,9
"129",22,2,12.2901671487121,2.41452091166497,0,1,9
"130",22,3,12.3377677702166,4.6672977670622,0,1,9
"131",22,4,11.9476991294603,5.13731550085886,0,1,9
"132",22,5,13.1535070397545,5.41218430457621,0,1,9
"133",23,0,11.2743196819267,5.51086776357572,0,1,6
"134",23,1,12.833898778769,3.59788275980933,0,1,6
"135",23,2,11.2524909869851,4.47778926178895,0,1,6
"136",23,3,12.0674505400289,5.18577444767591,0,1,6
"137",23,4,11.667237671687,5.17570010707453,0,1,6
"138",23,5,12.0909622864068,6.29850609688654,0,1,6
"139",24,0,10.6803322513737,3.35381124073397,1,0,9.75
"140",24,1,11.5221052742245,5.33078750877575,1,0,9.75
"141",24,2,11.9177776488235,5.12597559594648,1,0,9.75
"142",24,3,10.7056008672951,4.54968959938854,1,0,9.75
"143",24,4,11.5423702607083,6.28986096375719,1,0,9.75
"144",24,5,11.910070772432,4.76123513219823,1,0,9.75
"145",25,0,13.9366184691038,5.08115283749334,1,0,9.25
"146",25,1,12.3038692246316,3.53124156223921,1,0,9.25
"147",25,2,11.9398620191354,5.23465911975646,1,0,9.25
"148",25,3,13.0763107035272,2.22698971529541,1,0,9.25
"149",25,4,13.5524081928318,5.82842720163569,1,0,9.25
"150",25,5,14.3595524126793,6.16653902903692,1,0,9.25
"151",26,0,9.19481946282773,4.55787624625292,0,0,7.5
"152",26,1,11.1803839052535,3.87468999846423,0,0,7.5
"153",26,2,8.37267568069545,3.50988573054293,0,0,7.5
"154",26,3,11.1719148529189,3.47387831820609,0,0,7.5
"155",26,4,11.1696532013673,3.36684197898773,0,0,7.5
"156",26,5,9.95088195154085,2.47846204151172,0,0,7.5
"157",27,0,8.73421862552279,3.09458587396805,0,0,8.25
"158",27,1,9.54514066813572,3.61148930998275,0,0,8.25
"159",27,2,9.96167856314919,4.39417209743073,0,0,8.25
"160",27,3,8.76577803255988,4.58818615682604,0,0,8.25
"161",27,4,11.1887171799789,5.67381862873075,0,0,8.25
"162",27,5,9.94896421412685,3.79244484464035,0,0,8.25
"163",28,0,10.3170703794195,3.21951245904032,1,0,8.75
"164",28,1,12.3713526267258,5.7885081260257,1,0,8.75
"165",28,2,11.5699559472553,5.72240799778936,1,0,8.75
"166",28,3,12.3244330685852,3.56796370235919,1,0,8.75
"167",28,4,12.3697704113525,5.71362720933282,1,0,8.75
"168",28,5,12.7558822539746,5.05634756641925,1,0,8.75
"169",29,0,11.5622700702928,4.42216613533938,1,0,8.25
"170",29,1,10.7713471680945,4.85175455657372,1,0,8.25
"171",29,2,11.5995492925823,6.18646598073722,1,0,8.25
"172",29,3,11.5399503872934,3.36585082491625,1,0,8.25
"173",29,4,13.2102781000079,6.69422424713147,1,0,8.25
"174",29,5,12.8028688887945,6.34357127221526,1,0,8.25
"175",30,0,11.7019176250444,6.81698532144009,1,0,6
"176",30,1,12.0733138616462,5.46326568240596,1,0,6
"177",30,2,12.8560504705645,4.64624761320333,1,0,6
"178",30,3,12.4847081802898,6.00252034993148,1,0,6
"179",30,4,12.9167985047658,7.52124716434929,1,0,6
"180",30,5,13.2301601157297,3.42094444894793,1,0,6
"181",31,0,10.5031713476559,5.00332932205835,1,1,5
"182",31,1,8.85367276417434,2.66072832824905,1,1,5
"183",31,2,8.45940663582842,2.9320931328648,1,1,5
"184",31,3,9.68364805740858,4.0793578481503,1,1,5
"185",31,4,10.4926915116076,4.50735403115366,1,1,5
"186",31,5,11.2892002914312,4.34212635634561,1,1,5
"187",32,0,11.1186001500867,3.29191134468897,1,1,8.75
"188",32,1,11.5371906354089,4.17173630791302,1,1,8.75
"189",32,2,11.9787202796599,6.13719428775637,1,1,8.75
"190",32,3,13.1622005995691,5.35537355116168,1,1,8.75
"191",32,4,13.6094747517613,7.59269971521462,1,1,8.75
"192",32,5,14.3597402010303,5.23893118742591,1,1,8.75
"193",33,0,9.13887062836618,2.84650186157614,1,0,8
"194",33,1,11.9657650419126,4.11932373788766,1,0,8
"195",33,2,9.58645702218095,5.09860536841256,1,0,8
"196",33,3,11.2094963406236,6.18897859698446,1,0,8
"197",33,4,11.1781839488539,4.70706871353067,1,0,8
"198",33,5,11.9667880079021,4.16773726762894,1,0,8
"199",34,0,9.51042742130753,4.7781141204742,0,1,9.75
"200",34,1,11.0982680288173,4.20265108844054,0,1,9.75
"201",34,2,10.2742810720858,3.06742933611054,0,1,9.75
"202",34,3,10.7131345480057,4.90623329575956,0,1,9.75
"203",34,4,10.2803939053919,3.35672911745014,0,1,9.75
"204",34,5,10.3144577063833,4.96885391866036,0,1,9.75
"205",35,0,9.9422339408949,4.41041894512269,0,0,8.75
